,nn_1_train_AETOTAL,nn_1_test_AETOTAL,nn_2_train_AETOTAL,nn_2_test_AETOTAL,nn_3_train_AETOTAL,nn_3_test_AETOTAL,nn_1_train_OverweightPreoccupationTotal,nn_1_test_OverweightPreoccupationTotal,nn_2_train_OverweightPreoccupationTotal,nn_2_test_OverweightPreoccupationTotal,nn_3_train_OverweightPreoccupationTotal,nn_3_test_OverweightPreoccupationTotal,nn_1_train_OverweightPreoccupation3Diet,nn_1_test_OverweightPreoccupation3Diet,nn_2_train_OverweightPreoccupation3Diet,nn_2_test_OverweightPreoccupation3Diet,nn_3_train_OverweightPreoccupation3Diet,nn_3_test_OverweightPreoccupation3Diet,nn_1_train_OverweightPreoccupation4TriedFasting,nn_1_test_OverweightPreoccupation4TriedFasting,nn_2_train_OverweightPreoccupation4TriedFasting,nn_2_test_OverweightPreoccupation4TriedFasting,nn_3_train_OverweightPreoccupation4TriedFasting,nn_3_test_OverweightPreoccupation4TriedFasting,nn_1_train_BIQLITotal,nn_1_test_BIQLITotal,nn_2_train_BIQLITotal,nn_2_test_BIQLITotal,nn_3_train_BIQLITotal,nn_3_test_BIQLITotal
0,0.6018245000168247,0.5708372128678993,0.5926115905654721,0.5583192677496478,0.580144850474968,0.5446313713356028,0.5992660334898579,0.5427807023793041,0.5973910568548526,0.5534145710242065,0.5888199626216146,0.5394933126585528,0.3626179636524328,0.2888080873329576,0.3547690606774494,0.25623713654018787,0.34335491280688446,0.3125296462460023,0.34703541014878403,0.27999563010583217,0.32992663727022675,0.27626675285314206,0.31432975989938483,0.26994627952497496,0.486475813804368,0.44883282932834445,0.4739432205323594,0.477766383094252,0.4626236113617497,0.4370621246250338
1,0.5961031435608367,0.5968297061842576,0.591273124113247,0.5860662994421254,0.5799389487386022,0.553446047086585,0.5982110423690581,0.5634107955799489,0.5975286668109936,0.5518728823272983,0.5868256826189496,0.566413972120452,0.35929111064075125,0.30367418419335135,0.34694047498620073,0.3168758420735085,0.34293235634984265,0.26694981678982144,0.3392350196970848,0.28233422276677556,0.32986233987945957,0.2915876385081413,0.3249922292656897,0.24961919462486182,0.4859305098759076,0.40692780556009456,0.4840901214640916,0.41116034718404626,0.4636331911335585,0.46202709148747845
2,0.5987370858134726,0.5951958149164426,0.5979614418542055,0.49861990440210735,0.5557192642854801,0.5171215848784291,0.6005189586587689,0.5572797611177324,0.5896532346289949,0.5801578104614278,0.5858268242926672,0.5681557234939717,0.3633840281372628,0.3190607711654766,0.3503598436023162,0.2906848422966193,0.3384253406349974,0.32511754402589454,0.3327833922233776,0.29074117086985873,0.33072776578536933,0.3001892675025415,0.3254935076744332,0.2750323413002089,0.48581489357387253,0.45300002621293545,0.4763967582375228,0.4466021087345786,0.4638990620860943,0.4269892721897315
3,0.5937150074903976,0.5608983344684725,0.5951321937175533,0.5559763670383238,0.577517782673352,0.5813545018522213,0.5993327610732738,0.5712797522839331,0.59096446978226,0.566416708413046,0.5860467673240701,0.5886687157719469,0.366062472520442,0.34055855994482087,0.3533197789017213,0.2960039812082579,0.34243629060311154,0.3231579183826008,0.349695097561464,0.20083365461056346,0.3346658496577849,0.2875799045335068,0.3185017728140487,0.26958446788287727,0.4810751457198237,0.43860169515955727,0.47592458909450974,0.4569223558029093,0.4613806828414755,0.42606952818372157
4,0.6021957635066388,0.578327373350859,0.6004093292183512,0.5508405635588742,0.5793753656479425,0.565765696441626,0.5967341804542752,0.5428209491113145,0.5956592800357624,0.5452368961368095,0.5875610573730207,0.5587799453700973,0.3569726669471379,0.3006247054704677,0.3690057316088725,0.2751240178284444,0.34544345920282593,0.2759836501968057,0.3383817963270308,0.288804232294417,0.3389546878340962,0.2567552194907743,0.3130200042103828,0.2740663415878902,0.486716405592554,0.4276387734100181,0.48143683648014746,0.4465690916944257,0.46545257599705814,0.3994407128718951
5,0.6078330043706113,0.5436733231998045,0.5999278817004035,0.566544771538129,0.5798271780428079,0.5875787493753254,0.5969361397824897,0.5674906170224663,0.5859663324228128,0.5757945469022727,0.5855929589373075,0.5795295986084372,0.3685977983640806,0.26713440750450945,0.35649159702625255,0.3088229081944691,0.33967557173259055,0.3385482657708295,0.3461375871690554,0.273476623558927,0.3291542608524409,0.3161207740209103,0.3092807646506497,0.2968147961587596,0.48919723542431304,0.42573120331082936,0.4802893687332792,0.436564217215624,0.460642405816885,0.4347486446790386
6,0.6071452230583556,0.5417267082724646,0.5950875785183822,0.5657552113553503,0.5846316476126383,0.5471354205264871,0.6059931822853798,0.5603673255231993,0.5902234915936098,0.5463703672299558,0.5860831602302976,0.5802048362381766,0.3554049580638041,0.2866439502526146,0.3501136343224639,0.31697689703794363,0.3383071004488504,0.32286688124387175,0.3437319293961656,0.2575276862942816,0.3338379292101502,0.25621857603949794,0.3151093356290543,0.3310005776035494,0.4882813723698981,0.43136777961407247,0.48173177622662267,0.4209599420631658,0.46534168165117606,0.4421716874483579
7,0.5972440964330222,0.5391883228985954,0.5830723153382529,0.6076936328977305,0.5802041052404817,0.5106966124820664,0.6012824646054,0.5579997684292248,0.5953816632988032,0.5837718227053298,0.5874819369991202,0.5632479173707576,0.35786082441731504,0.29173526223423785,0.35961825004753856,0.3062440998231939,0.33388915903712624,0.34854256260099237,0.34163882872015394,0.26588994286301704,0.32764129902404626,0.2341417610675629,0.3222248465735761,0.2684487579305763,0.48680230166388305,0.47387847817559914,0.4815189616895046,0.3938349005334838,0.4593163270526943,0.4489757744194087
8,0.593802461232404,0.5480613095465194,0.5889038885865907,0.5563295325854622,0.556825029318099,0.5454267507950814,0.5988818006627228,0.5686934670882124,0.5939263910568461,0.5641015338321909,0.5861895685900124,0.5776441577227399,0.368258768350637,0.3099845054901753,0.3564711439738907,0.3010762107350001,0.3455985418090032,0.2552296227395854,0.33945773812277946,0.28652292732216145,0.335524096285591,0.28868720667056713,0.3211546689719704,0.30236813963991827,0.4876107164089767,0.43307200670144474,0.4719050169275294,0.43851792818725843,0.46152145887791163,0.4361647384081444
9,0.6087978387238622,0.5107453999564513,0.5941336445173051,0.551661846925784,0.5802037892502796,0.5761987317463444,0.5973378000733465,0.5451763222648525,0.5939650109877633,0.5405524954650265,0.587007914837961,0.5474875261558021,0.35814036637491997,0.31503519602492314,0.35303988326832936,0.3121303437694545,0.3391372823393223,0.28766159790148105,0.33865316916106203,0.27197315238291886,0.33252141071447716,0.23325912450790387,0.3203248884919927,0.29029172235381995,0.4861946211388537,0.4184424671276933,0.47607854747232226,0.41520135821038184,0.4499402871441224,0.4174676382655337
